NCES District ID,LEA Name,Fips State Code,State Abbreviation,Average Number of Students in a Grade-Subject-Year,Average Number of Students in a Gender-Grade-Subject-Year,EB Male-Female Math Achievement Gap (SD Units),EB Male-Female ELA Achievement Gap (SD Units),EB Standard Error of Male-Female Math Achievement Gap (SD Units),EB Standard Error of Male-Female ELA Achievement Gap (SD Units),EB Male-Female Math Achievement Gap (Grade Equivalent Units),EB Male-Female ELA Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female Math Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female ELA Achievement Gap (Grade Equivalent Units),SES Composite - All Adults,SES Composite - Female Adults,SES Composite - Male Adults,Male-Female SES Composite Difference,Income at 50th percentile - All Adults,Income at 50th percentile - Female Adults,Income at 50th percentile - Male Adults,Male-Female Income V-Gap,Percent of Black Students in District,Percent of Hispanic Students in District,Percent of Other Race Students in District,Percent of White Students in District,Reliable District Gap Estimate; District has >200 Male/Female Students per Grade
2012810,Lebo-Waverly,20,KS,46,23,0.037,-0.226,0.035,0.041,0.103,-0.702,0.100,0.129,0.057,-0.166,0.254,0.420,63345.930,19749.102,33508.914,0.481,0.002,0.029,0.002,0.968,0
2012840,Wellington,20,KS,121,61,0.009,-0.226,0.021,0.025,0.028,-0.699,0.060,0.077,-0.325,-0.806,0.161,0.967,63333.113,18566.646,32862.328,0.536,0.025,0.104,0.011,0.861,0
2012870,Wellsville,20,KS,66,33,0.081,-0.188,0.025,0.029,0.228,-0.590,0.072,0.092,0.612,0.287,0.901,0.614,84351.477,27167.709,41352.188,0.433,0.003,0.038,0.007,0.953,0
2012990,Wichita,20,KS,3460,1730,-0.011,-0.239,0.015,0.017,-0.038,-0.752,0.042,0.054,-0.327,-0.853,0.202,1.055,42027.301,21144.953,31398.055,0.423,0.206,0.332,0.069,0.392,1
2013020,Jefferson County North,20,KS,45,22,0.042,-0.241,0.038,0.044,0.117,-0.745,0.110,0.138,0.387,-0.305,0.852,1.158,57443.699,18035.500,38857.254,0.792,0.000,0.003,0.005,0.992,0
2013050,Winfield,20,KS,166,83,0.042,-0.198,0.020,0.023,0.118,-0.618,0.057,0.073,-0.619,-0.720,-0.429,0.291,48234.648,18126.941,27580.783,0.377,0.023,0.103,0.064,0.810,0
2100030,Adair Co,21,KY,189,95,0.042,-0.206,0.018,0.021,0.121,-0.629,0.052,0.066,-1.494,-1.706,-1.261,0.446,43862.863,17594.557,22271.818,0.246,0.018,0.034,0.007,0.941,0
2100070,Allen Co,21,KY,226,113,0.002,-0.261,0.018,0.020,0.006,-0.805,0.051,0.064,-1.520,-1.844,-1.136,0.707,41315.527,18198.479,27318.760,0.408,0.009,0.024,0.003,0.965,0
2100081,Muhlenberg County,21,KY,388,194,0.021,-0.250,0.016,0.019,0.066,-0.772,0.046,0.059,-1.520,-2.055,-1.011,1.044,44353.969,16642.402,30233.113,0.623,0.034,0.015,0.003,0.948,0
2100090,Anchorage Ind,21,KY,48,24,0.122,-0.206,0.032,0.038,0.357,-0.636,0.094,0.118,2.107,0.017,3.978,3.962,152727.219,20937.125,91345.500,1.011,0.001,0.010,0.050,0.939,0
2100120,Anderson Co,21,KY,285,143,0.052,-0.221,0.017,0.020,0.146,-0.684,0.050,0.063,0.001,-0.395,0.373,0.768,60153.051,25012.162,36596.066,0.454,0.019,0.024,0.005,0.952,0
2100150,Ashland Ind,21,KY,232,116,0.059,-0.215,0.018,0.021,0.168,-0.657,0.051,0.064,-1.030,-1.622,-0.310,1.313,46499.699,17292.930,30494.002,0.415,0.044,0.018,0.008,0.929,0
2100210,Ballard Co,21,KY,103,51,0.099,-0.169,0.021,0.025,0.283,-0.512,0.062,0.079,-0.903,-1.878,-0.088,1.790,47499.500,17054.262,32570.107,0.777,0.039,0.011,0.003,0.948,0
2100240,Barbourville Ind,21,KY,52,26,0.075,-0.190,0.026,0.031,0.214,-0.583,0.076,0.096,-2.989,-3.363,-2.656,0.706,,8978.066,6457.750,-0.007,0.019,0.011,0.001,0.969,0
2100270,Bardstown Ind,21,KY,187,94,0.017,-0.251,0.019,0.022,0.042,-0.773,0.054,0.069,-0.893,-1.184,-0.529,0.655,30178.535,18671.406,33033.375,0.620,0.190,0.048,0.016,0.745,0
2100300,Barren Co,21,KY,348,174,-0.000,-0.272,0.016,0.019,-0.000,-0.841,0.047,0.059,-0.487,-0.972,0.007,0.979,52631.313,21759.451,31708.809,0.389,0.010,0.026,0.004,0.960,0
2100330,Bath Co,21,KY,157,78,0.026,-0.238,0.019,0.023,0.079,-0.730,0.056,0.071,-1.541,-1.586,-1.502,0.084,29735.893,19608.051,23847.887,0.336,0.012,0.016,0.002,0.970,0
2100360,Beechwood Ind,21,KY,94,47,0.010,-0.298,0.022,0.026,0.022,-0.920,0.064,0.080,1.099,0.554,1.637,1.082,83552.289,29466.320,43651.230,0.480,0.016,0.024,0.025,0.935,0
2100390,Bell Co,21,KY,228,114,0.090,-0.180,0.017,0.020,0.255,-0.551,0.050,0.063,-1.713,-2.016,-1.436,0.581,40937.313,15629.378,29114.404,0.520,0.002,0.003,0.001,0.994,0
2100420,Bellevue Ind,21,KY,57,29,-0.027,-0.296,0.026,0.031,-0.073,-0.921,0.076,0.096,0.037,-0.044,0.167,0.212,54408.648,27188.402,39492.109,0.520,0.025,0.026,0.000,0.948,0
2100480,Berea Ind,21,KY,86,43,0.052,-0.224,0.022,0.026,0.152,-0.691,0.064,0.082,-1.374,-2.270,-0.092,2.179,40142.828,6409.864,20985.521,0.513,0.039,0.052,0.010,0.900,0
2100510,Boone Co,21,KY,1525,763,0.047,-0.239,0.014,0.016,0.137,-0.740,0.041,0.051,0.612,-0.081,1.322,1.403,76735.289,27637.127,42423.582,0.530,0.035,0.054,0.028,0.883,1
2100540,Bourbon Co,21,KY,199,100,0.015,-0.267,0.018,0.022,0.045,-0.822,0.054,0.068,-0.367,-0.941,0.179,1.121,54642.395,21818.521,30654.891,0.316,0.036,0.102,0.004,0.858,0
2100570,Bowling Green Ind,21,KY,291,145,0.007,-0.265,0.018,0.021,0.013,-0.819,0.051,0.065,-1.601,-1.882,-1.296,0.586,28268.578,9792.714,11461.354,0.206,0.200,0.131,0.036,0.633,0
2100620,Boyd Co,21,KY,240,120,0.041,-0.233,0.017,0.020,0.121,-0.715,0.049,0.062,-1.202,-1.307,-1.045,0.262,57114.668,22347.545,28420.883,0.200,0.007,0.010,0.004,0.980,0
2100630,Boyle Co,21,KY,202,101,0.122,-0.151,0.018,0.021,0.350,-0.459,0.053,0.067,-0.689,-1.033,-0.431,0.602,62560.805,20321.299,28289.939,0.251,0.013,0.024,0.017,0.946,0
2100660,Bracken Co,21,KY,93,47,0.081,-0.192,0.022,0.025,0.220,-0.589,0.063,0.080,-0.506,-0.903,-0.213,0.689,47499.500,20352.424,32778.414,0.661,0.001,0.017,0.000,0.983,0
2100690,Breathitt Co,21,KY,148,74,-0.003,-0.261,0.020,0.024,-0.011,-0.804,0.058,0.074,-2.317,-2.242,-2.394,-0.152,26666.334,18749.500,21846.787,0.148,0.009,0.003,0.000,0.988,0
2100720,Breckinridge Co,21,KY,200,100,0.051,-0.195,0.018,0.021,0.145,-0.598,0.052,0.066,-1.521,-1.900,-1.151,0.749,40340.840,15682.095,27884.576,0.569,0.029,0.017,0.006,0.948,0
2100750,Bullitt Co,21,KY,980,490,0.027,-0.250,0.014,0.017,0.077,-0.772,0.042,0.052,-0.468,-0.803,-0.151,0.651,61922.141,23465.748,36572.598,0.464,0.010,0.020,0.008,0.962,1
2100780,Burgin Ind,21,KY,46,23,0.048,-0.211,0.036,0.042,0.133,-0.653,0.103,0.130,-0.135,-0.826,0.512,1.338,54538.008,21309.961,34237.434,0.726,0.020,0.019,0.007,0.954,0
2100810,Butler Co,21,KY,160,80,0.004,-0.272,0.019,0.022,-0.000,-0.838,0.055,0.069,-1.326,-1.704,-0.976,0.728,41874.625,19547.053,28535.561,0.454,0.005,0.031,0.005,0.959,0
2100840,Caldwell Co,21,KY,150,75,0.039,-0.228,0.019,0.023,0.111,-0.701,0.056,0.071,-0.855,-1.528,-0.315,1.213,45624.875,16678.719,33523.281,0.582,0.073,0.011,0.008,0.907,0
2100870,Calloway Co,21,KY,234,117,0.064,-0.209,0.017,0.020,0.187,-0.646,0.050,0.063,-0.564,-1.148,0.029,1.177,55424.988,14525.815,25090.602,0.480,0.016,0.033,0.007,0.944,0
2100900,Campbell Co,21,KY,364,182,-0.023,-0.304,0.017,0.019,-0.073,-0.943,0.048,0.061,0.240,-0.166,0.649,0.815,75393.688,25063.357,36392.223,0.352,0.017,0.015,0.011,0.958,0
2100930,Campbellsville In,21,KY,88,44,0.060,-0.165,0.022,0.026,0.175,-0.510,0.065,0.082,-2.530,-2.478,-2.539,-0.060,19249.148,15422.493,16921.400,0.219,0.119,0.040,0.011,0.829,0
2100960,Carlisle Co,21,KY,59,29,0.083,-0.189,0.025,0.029,0.243,-0.575,0.072,0.092,-1.179,-2.077,-0.381,1.696,47249.551,17060.863,29229.922,0.676,0.012,0.023,0.003,0.961,0
2100990,Carroll County,21,KY,141,70,0.061,-0.197,0.020,0.024,0.177,-0.607,0.058,0.074,-1.316,-2.018,-0.625,1.393,41764.355,15643.682,31782.730,0.576,0.017,0.102,0.010,0.871,0
2101020,Carter County,21,KY,355,178,-0.003,-0.272,0.016,0.019,-0.016,-0.834,0.047,0.059,-1.481,-1.682,-1.175,0.506,43570.715,15566.634,28891.885,0.546,0.004,0.009,0.003,0.983,0
2101050,Casey County,21,KY,172,86,0.023,-0.249,0.018,0.021,0.060,-0.767,0.052,0.066,-1.484,-2.193,-0.801,1.392,42367.945,12132.924,21896.783,0.608,0.004,0.040,0.004,0.952,0
2101110,Caverna Independent,21,KY,54,27,0.029,-0.214,0.026,0.031,0.080,-0.658,0.076,0.096,-1.410,-1.833,-0.757,1.076,47221.777,17378.855,30292.910,0.501,0.124,0.027,0.009,0.840,0
2101150,Christian County,21,KY,678,339,-0.018,-0.271,0.015,0.018,-0.042,-0.836,0.044,0.055,-0.991,-1.618,-0.379,1.239,39552.656,19173.590,29736.299,0.475,0.345,0.054,0.010,0.591,1
2101200,Clark County,21,KY,408,204,0.068,-0.194,0.016,0.019,0.196,-0.594,0.046,0.058,-0.470,-1.316,0.312,1.628,51416.523,20734.355,35496.797,0.615,0.063,0.044,0.006,0.887,1
2101230,Clay County,21,KY,261,130,-0.018,-0.255,0.018,0.020,-0.045,-0.783,0.051,0.064,-3.375,-2.980,-3.708,-0.729,36089.527,14782.869,21210.207,0.217,0.010,0.005,0.001,0.983,0
2101260,Clinton County,21,KY,129,64,0.018,-0.246,0.020,0.023,0.050,-0.759,0.058,0.073,-2.114,-2.539,-1.810,0.729,26099.779,17361.441,22388.188,0.440,0.004,0.039,0.003,0.954,0
2101290,Cloverport Independent,21,KY,44,22,0.011,-0.239,0.041,0.047,0.028,-0.742,0.118,0.148,-1.884,-1.905,-1.852,0.052,51249.879,15952.000,22499.000,0.295,0.012,0.008,0.002,0.978,0
2101320,Corbin Independent,21,KY,217,109,0.083,-0.200,0.018,0.021,0.242,-0.616,0.053,0.066,-1.275,-1.379,-1.027,0.352,38862.863,20285.482,27446.092,0.500,0.002,0.011,0.015,0.971,0
2101350,Covington Independent,21,KY,283,142,0.056,-0.152,0.018,0.020,0.159,-0.461,0.051,0.064,-0.918,-1.145,-0.686,0.458,30080.629,23264.436,28549.113,0.227,0.339,0.066,0.003,0.592,0
2101380,Crittenden County,21,KY,96,48,0.085,-0.164,0.022,0.025,0.253,-0.503,0.063,0.080,-1.329,-1.570,-1.047,0.524,48124.359,16919.965,31198.215,0.374,0.009,0.009,0.006,0.976,0
2101410,Cumberland County,21,KY,73,36,-0.001,-0.270,0.023,0.027,-0.008,-0.832,0.067,0.085,-1.474,-1.632,-1.323,0.309,40555.445,19270.125,20630.182,0.113,0.022,0.019,0.001,0.957,0
2101440,Danville Independent,21,KY,135,68,0.019,-0.244,0.021,0.024,0.061,-0.753,0.060,0.075,-1.184,-1.707,-0.538,1.169,35714.145,13323.846,18806.295,0.220,0.194,0.077,0.012,0.716,0
2101470,Daviess County,21,KY,819,410,0.063,-0.216,0.015,0.017,0.182,-0.663,0.043,0.053,-0.194,-0.829,0.440,1.269,54817.699,20721.490,37797.098,0.595,0.036,0.036,0.015,0.912,1
2101500,Dawson Springs Independent,21,KY,52,26,0.030,-0.227,0.028,0.032,0.079,-0.692,0.080,0.101,-1.860,-1.948,-1.730,0.219,29999.000,21666.000,24399.240,0.118,0.001,0.013,0.004,0.982,0
2101530,Dayton Independent,21,KY,69,34,-0.026,-0.283,0.025,0.029,-0.092,-0.872,0.072,0.090,-0.795,-0.966,-0.570,0.396,41944.055,22947.799,25999.801,0.211,0.032,0.026,0.002,0.941,0
2101590,East Bernstadt Independent,21,KY,56,28,0.073,-0.208,0.028,0.033,0.208,-0.638,0.082,0.103,-1.217,-2.081,-0.663,1.418,,15892.500,31973.289,0.207,0.032,0.011,0.003,0.954,0
2101620,Edmonson County,21,KY,143,71,0.076,-0.199,0.019,0.022,0.224,-0.612,0.055,0.070,-1.268,-1.561,-0.944,0.616,46370.695,17071.205,28580.365,0.379,0.001,0.012,0.004,0.983,0
2101650,Elizabethtown Independent,21,KY,181,90,0.029,-0.258,0.019,0.022,0.079,-0.794,0.055,0.069,-0.611,-1.024,-0.083,0.940,36749.648,22421.596,32957.742,0.386,0.157,0.042,0.039,0.762,0
2101680,Elliott County,21,KY,83,41,0.006,-0.254,0.022,0.026,0.014,-0.783,0.065,0.082,-3.092,-3.242,-2.896,0.346,29499.100,12809.154,20879.277,0.250,0.001,0.004,0.002,0.993,0
2101710,Eminence Independent,21,KY,52,26,0.027,-0.258,0.028,0.033,0.078,-0.796,0.081,0.102,-1.498,-2.329,-0.531,1.798,27499.500,16611.197,24894.871,0.441,0.072,0.101,0.002,0.824,0
2101740,Erlanger-Elsmere Independent,21,KY,172,86,0.035,-0.222,0.019,0.022,0.102,-0.687,0.054,0.068,0.155,-0.117,0.415,0.533,48635.637,22943.199,34950.828,0.505,0.106,0.087,0.009,0.797,0
2101760,Estill County,21,KY,184,92,-0.010,-0.259,0.018,0.021,-0.034,-0.799,0.053,0.067,-2.008,-2.434,-1.626,0.808,37338.242,16894.402,27499.500,0.324,0.005,0.003,0.001,0.992,0
2101800,Fairview Independent,21,KY,58,29,0.017,-0.251,0.024,0.029,0.053,-0.776,0.071,0.090,-1.507,-1.621,-1.272,0.349,,15744.383,27499.500,0.425,0.014,0.005,0.002,0.978,0
2101860,Fayette County,21,KY,2850,1425,0.015,-0.261,0.014,0.016,0.042,-0.807,0.040,0.050,0.183,-0.326,0.697,1.024,56700.211,22619.238,30685.494,0.309,0.238,0.124,0.044,0.594,1
2101920,Fleming County,21,KY,177,89,0.071,-0.187,0.018,0.021,0.201,-0.574,0.053,0.067,-0.836,-1.496,-0.158,1.339,46590.590,18960.258,26705.037,0.466,0.018,0.021,0.007,0.955,0
2101950,Floyd County,21,KY,454,227,0.089,-0.161,0.016,0.018,0.262,-0.492,0.046,0.058,-2.138,-2.633,-1.617,1.016,29552.658,14775.961,30227.688,0.622,0.003,0.003,0.001,0.993,1
2101980,Frankfort Independent,21,KY,57,28,-0.016,-0.279,0.027,0.032,-0.046,-0.857,0.079,0.099,-0.258,-0.548,0.112,0.660,46071.215,16931.045,29778.457,0.523,0.205,0.039,0.005,0.751,0
2102010,Franklin County,21,KY,455,228,0.006,-0.270,0.016,0.018,0.019,-0.836,0.046,0.057,0.072,-0.324,0.469,0.794,53162.949,25374.926,32794.918,0.303,0.095,0.050,0.022,0.833,1
2102040,Fort Thomas Independent,21,KY,209,105,0.062,-0.239,0.018,0.021,0.170,-0.733,0.053,0.067,1.262,0.642,1.942,1.300,101973.602,31185.842,47913.211,0.433,0.009,0.017,0.013,0.960,0
2102100,Fulton County,21,KY,44,22,-0.046,-0.296,0.035,0.041,-0.141,-0.921,0.101,0.129,-1.410,-1.446,-1.335,0.111,37726.727,17052.748,27010.875,0.488,0.284,0.026,0.007,0.683,0
2102130,Gallatin County,21,KY,123,62,-0.006,-0.253,0.020,0.024,-0.018,-0.782,0.059,0.074,-1.232,-1.745,-0.868,0.877,42142.430,23467.355,31069.270,0.380,0.009,0.084,0.003,0.904,0
2102160,Garrard County,21,KY,189,95,0.006,-0.255,0.018,0.021,0.019,-0.786,0.052,0.066,-1.093,-1.491,-0.735,0.755,49614.461,22000.150,27514.961,0.138,0.022,0.040,0.004,0.934,0
2102220,Glasgow Independent,21,KY,154,77,0.063,-0.180,0.020,0.023,0.194,-0.556,0.057,0.073,-1.422,-1.851,-1.009,0.842,33927.781,17539.666,23017.035,0.255,0.134,0.064,0.011,0.791,0
2102250,Grant County,21,KY,292,146,0.041,-0.222,0.017,0.020,0.117,-0.680,0.049,0.061,-0.907,-1.420,-0.460,0.959,38962.621,17943.373,30310.369,0.476,0.005,0.029,0.004,0.961,0
2102280,Graves County,21,KY,345,173,0.007,-0.262,0.017,0.019,0.011,-0.805,0.048,0.060,-0.853,-1.295,-0.446,0.849,53749.621,17152.236,30923.559,0.537,0.015,0.049,0.005,0.931,0
2102300,Grayson County,21,KY,320,160,0.027,-0.239,0.016,0.019,0.082,-0.735,0.047,0.059,-1.436,-1.917,-0.987,0.930,45108.672,16976.332,29176.438,0.589,0.007,0.013,0.003,0.977,0
2102340,Green County,21,KY,124,62,0.013,-0.258,0.020,0.023,0.035,-0.797,0.057,0.072,-0.899,-1.379,-0.376,1.003,47179.051,18512.525,29615.414,0.419,0.025,0.014,0.004,0.956,0
2102400,Greenup County,21,KY,220,110,-0.007,-0.277,0.018,0.021,-0.027,-0.850,0.051,0.065,-1.437,-1.868,-1.016,0.851,50384.578,18345.934,33209.953,0.613,0.009,0.008,0.004,0.979,0
2102460,Hancock County,21,KY,130,65,0.094,-0.186,0.020,0.023,0.281,-0.567,0.057,0.072,-0.822,-1.530,-0.203,1.327,49544.547,19457.182,35131.555,0.651,0.012,0.014,0.007,0.966,0
2102490,Hardin County,21,KY,1032,516,0.067,-0.196,0.014,0.017,0.193,-0.602,0.042,0.052,-0.366,-0.961,0.213,1.174,51521.586,20836.580,34505.840,0.599,0.168,0.063,0.024,0.745,1
2102520,Harlan Independent,21,KY,62,31,0.044,-0.215,0.025,0.029,0.133,-0.665,0.072,0.092,-2.621,-2.146,-2.726,-0.580,28124.359,15142.800,36481.188,0.630,0.046,0.016,0.017,0.921,0
2102540,Harlan County,21,KY,316,158,0.088,-0.173,0.017,0.020,0.258,-0.525,0.048,0.061,-2.006,-2.409,-1.642,0.768,33354.590,19423.834,28103.775,0.420,0.019,0.007,0.000,0.974,0
2102580,Harrison County,21,KY,232,116,0.046,-0.213,0.017,0.020,0.140,-0.660,0.051,0.064,-0.784,-1.194,-0.338,0.856,52285.484,21631.146,28909.979,0.394,0.025,0.028,0.003,0.943,0
2102640,Hart County,21,KY,174,87,0.061,-0.205,0.018,0.021,0.181,-0.631,0.053,0.067,-1.681,-2.295,-1.109,1.186,37499.500,14972.967,26269.588,0.467,0.025,0.020,0.000,0.954,0
2102670,Hazard Independent,21,KY,67,33,0.110,-0.154,0.024,0.028,0.305,-0.470,0.069,0.087,-1.099,-1.589,-0.658,0.931,,21284.207,21606.500,0.255,0.080,0.006,0.018,0.897,0
2102710,Henderson County,21,KY,521,261,0.059,-0.186,0.016,0.018,0.173,-0.572,0.045,0.057,-0.574,-1.044,-0.085,0.959,50963.758,21155.199,33119.473,0.492,0.097,0.027,0.004,0.872,1
2102760,Henry County,21,KY,167,84,-0.002,-0.270,0.019,0.022,-0.001,-0.832,0.055,0.070,-0.667,-1.053,-0.295,0.759,48699.258,22198.195,28964.725,0.288,0.019,0.036,0.002,0.943,0
2102790,Hickman County,21,KY,58,29,-0.040,-0.304,0.025,0.029,-0.123,-0.941,0.073,0.093,-1.619,-1.745,-1.367,0.378,47499.500,19544.631,27670.699,0.346,0.092,0.014,0.005,0.889,0
2102860,Hopkins County,21,KY,520,260,0.076,-0.177,0.015,0.018,0.214,-0.538,0.044,0.056,-0.969,-1.523,-0.368,1.155,43109.133,19231.135,33273.367,0.544,0.105,0.031,0.008,0.857,1
2102910,Jackson Independent,21,KY,43,21,0.033,-0.215,0.039,0.046,0.094,-0.666,0.114,0.143,-3.074,-2.816,-3.472,-0.655,,20208.250,15416.500,-0.084,0.006,0.002,0.008,0.984,0
2102940,Jackson County,21,KY,164,82,0.012,-0.239,0.019,0.022,0.035,-0.736,0.055,0.069,-2.574,-2.872,-2.146,0.726,29165.834,16020.234,24166.000,0.459,0.001,0.004,0.002,0.993,0
2102990,Jefferson County,21,KY,7196,3598,-0.003,-0.260,0.013,0.016,-0.011,-0.805,0.039,0.049,-0.166,-0.565,0.260,0.825,46814.152,25141.203,33141.527,0.345,0.378,0.072,0.034,0.516,1
2103000,Jenkins Independent,21,KY,49,25,0.015,-0.240,0.038,0.045,0.045,-0.744,0.110,0.141,-1.842,-3.005,-0.780,2.225,12811.937,16785.000,22237.742,0.388,0.018,0.005,0.000,0.977,0
2103030,Jessamine County,21,KY,577,289,0.046,-0.233,0.015,0.018,0.138,-0.717,0.044,0.056,-0.197,-0.698,0.345,1.043,50754.641,21795.012,29993.295,0.385,0.046,0.035,0.015,0.903,1
2103060,Johnson County,21,KY,288,144,0.122,-0.132,0.017,0.019,0.355,-0.404,0.048,0.061,-1.897,-2.232,-1.560,0.673,38665.934,19899.762,25848.596,0.379,0.002,0.002,0.004,0.993,0
2103090,Kenton County,21,KY,1094,547,0.029,-0.253,0.014,0.017,0.079,-0.779,0.042,0.052,0.692,0.163,1.238,1.074,70478.273,28598.764,41375.852,0.440,0.023,0.033,0.016,0.928,1
2103120,Knott County,21,KY,179,89,0.062,-0.205,0.019,0.022,0.175,-0.623,0.054,0.068,-1.964,-2.225,-1.621,0.605,32624.475,19967.166,31325.359,0.406,0.014,0.006,0.001,0.979,0
2103150,Knox County,21,KY,343,172,0.048,-0.205,0.017,0.019,0.137,-0.627,0.048,0.060,-2.342,-2.473,-2.152,0.321,22840.340,17328.283,24477.469,0.302,0.013,0.007,0.004,0.976,0
2103180,Larue County,21,KY,180,90,0.089,-0.179,0.018,0.022,0.256,-0.548,0.053,0.068,-0.983,-1.443,-0.442,1.001,47934.195,18771.193,28591.340,0.439,0.037,0.049,0.008,0.907,0
2103210,Laurel County,21,KY,716,358,0.037,-0.230,0.015,0.017,0.113,-0.701,0.043,0.054,-1.115,-1.343,-0.864,0.478,42861.746,21035.971,30412.555,0.354,0.010,0.010,0.010,0.970,1
2103240,Lawrence County,21,KY,183,91,-0.044,-0.316,0.019,0.022,-0.123,-0.979,0.054,0.068,-2.283,-2.446,-2.092,0.354,34721.281,13869.315,25216.408,0.524,0.007,0.002,0.005,0.986,0
2103270,Lee County,21,KY,82,41,-0.050,-0.312,0.022,0.026,-0.140,-0.964,0.065,0.082,-2.534,-2.385,-2.632,-0.247,32058.412,14826.197,17169.377,0.226,0.008,0.004,0.003,0.985,0
2103330,Leslie County,21,KY,134,67,0.029,-0.238,0.019,0.023,0.082,-0.735,0.056,0.071,-2.108,-2.255,-1.961,0.293,42916.082,19593.758,34153.211,0.597,0.006,0.004,0.001,0.989,0
2103360,Letcher County,21,KY,247,123,0.098,-0.163,0.017,0.020,0.281,-0.494,0.050,0.064,-1.483,-2.052,-0.884,1.168,45795.297,18855.842,39660.637,0.639,0.004,0.003,0.002,0.991,0
2103390,Lewis County,21,KY,179,90,-0.049,-0.310,0.019,0.023,-0.143,-0.960,0.056,0.071,-1.878,-2.427,-1.345,1.082,38025.711,17304.633,25062.803,0.351,0.002,0.004,0.003,0.992,0
2103480,Lincoln County,21,KY,302,151,0.015,-0.261,0.017,0.019,0.053,-0.805,0.048,0.061,-1.314,-1.524,-1.135,0.390,40166.633,19337.500,29597.648,0.408,0.020,0.027,0.003,0.950,0
2103510,Livingston County,21,KY,92,46,0.030,-0.235,0.022,0.025,0.081,-0.717,0.063,0.080,-0.807,-1.080,-0.532,0.548,51111.000,18853.625,29737.611,0.510,0.004,0.023,0.004,0.969,0
2103540,Logan County,21,KY,269,135,-0.028,-0.309,0.017,0.020,-0.070,-0.955,0.050,0.063,-0.850,-1.568,-0.221,1.346,48094.621,16881.779,30766.066,0.580,0.030,0.022,0.003,0.945,0
2103630,Ludlow Independent,21,KY,65,32,0.054,-0.218,0.024,0.029,0.147,-0.669,0.071,0.090,-0.090,-0.154,-0.002,0.152,41071.215,27970.420,31719.656,0.157,0.004,0.015,0.003,0.978,0
2103690,Lyon County,21,KY,65,32,0.075,-0.182,0.024,0.028,0.214,-0.560,0.069,0.088,-1.788,-1.546,-1.912,-0.366,52526.063,18168.049,16528.645,-0.216,0.042,0.018,0.018,0.922,0
2103720,Madison County,21,KY,854,427,0.042,-0.244,0.015,0.017,0.122,-0.748,0.042,0.053,-0.488,-1.190,0.235,1.425,51742.250,15601.188,30081.283,0.451,0.047,0.029,0.015,0.908,1
2103750,Magoffin County,21,KY,170,85,0.049,-0.190,0.019,0.022,0.143,-0.583,0.054,0.068,-2.305,-2.572,-2.141,0.431,49090.086,14527.878,23971.633,0.508,0.002,0.008,0.001,0.990,0
2103780,Marion County,21,KY,231,116,0.038,-0.206,0.017,0.020,0.106,-0.635,0.050,0.063,-0.998,-1.129,-0.878,0.252,46874.621,21821.168,27575.975,0.247,0.075,0.031,0.011,0.883,0
2103810,Marshall County,21,KY,357,179,0.044,-0.247,0.016,0.019,0.130,-0.757,0.046,0.058,-0.584,-1.103,-0.103,1.000,55471.152,17584.822,32508.219,0.631,0.001,0.011,0.005,0.983,0
2103840,Martin County,21,KY,160,80,0.042,-0.207,0.019,0.022,0.123,-0.634,0.055,0.070,-2.906,-2.933,-2.838,0.096,34999.000,20839.508,29806.730,0.260,0.005,0.003,0.000,0.992,0
2103870,Mason County,21,KY,210,105,0.020,-0.233,0.018,0.021,0.056,-0.719,0.052,0.066,-0.925,-1.459,-0.318,1.141,42142.426,18737.369,32253.850,0.476,0.084,0.022,0.011,0.884,0
2103900,Mayfield Independent,21,KY,116,58,0.031,-0.221,0.020,0.024,0.099,-0.689,0.059,0.075,-1.970,-2.571,-1.346,1.224,25294.059,14868.371,20398.650,0.338,0.196,0.271,0.004,0.529,0
2103960,Mccracken County,21,KY,532,266,0.093,-0.188,0.015,0.018,0.264,-0.574,0.044,0.056,-0.174,-1.025,0.685,1.710,59381.781,19721.059,40958.754,0.679,0.050,0.025,0.012,0.914,1
2103990,Mccreary County,21,KY,218,109,0.023,-0.212,0.017,0.020,0.064,-0.654,0.050,0.064,-2.812,-2.836,-2.794,0.042,33048.172,15280.061,17589.709,0.075,0.004,0.004,0.001,0.990,0
2104020,Mclean County,21,KY,123,61,0.083,-0.184,0.020,0.023,0.242,-0.561,0.057,0.072,-0.586,-1.068,-0.075,0.993,35937.313,21215.150,35324.258,0.537,0.015,0.022,0.000,0.963,0
2104050,Meade County,21,KY,378,189,0.053,-0.225,0.016,0.019,0.155,-0.693,0.047,0.059,-0.936,-1.464,-0.488,0.976,49223.293,17300.316,31708.086,0.484,0.017,0.022,0.009,0.952,0
2104080,Menifee County,21,KY,80,40,0.018,-0.270,0.023,0.026,0.060,-0.834,0.065,0.083,-1.360,-1.795,-0.864,0.931,38967.957,21101.045,24487.840,-0.004,0.003,0.015,0.002,0.980,0
2104110,Mercer County,21,KY,225,112,0.075,-0.199,0.018,0.021,0.229,-0.611,0.052,0.065,-0.369,-0.736,-0.021,0.715,52236.617,22839.150,32923.344,0.352,0.039,0.046,0.009,0.906,0
